"Bid";"Author";"Year";"Title corrected";"General category";"Keywords";"Typology";"Period";"Subjects"
"VEA0115433";;2000;"I tesori della fede: oreficeria e scultura dalle chiese di Venezia";"arts";"jewelry; religion";"catalogue";"middle ages; renaissance; xvii; xviii";"; Venezia; VENEZIA - Esposizioni - 2000; SCULTURA SACRA - Venezia - Sec. 13.-18. - Esposizioni - Venezia - 2000; OREFICERIE SACRE - Venezia - Sec. 12.-18. - Esposizioni - Venezia - 2000; CAMPAGNA, GIROLAMO - Bronzetti - Venezia - Museo Correr; VENEZIA - Museo Correr - Girolamo Campagna - Bronzetti; SCULTORE VENEZIANO - Sec. 14. - Battesimo di Cristo - Murano <Venezia> - Museo Vetrario; MURANO <VENEZIA> - Museo vetrario - Scultore veneziano - Sec. 14. - Battesimo di Cristo; ARREDI SACRI - Esposizioni - Venezia - 2000; CHIESE - Sculture - Esposizioni - Venezia - 2000; Esposizioni - Venezia - 2000"
"VEA0126608";"Modrzewska, Iwona";2000;"Sulla storia della laguna di Venezia nell'antichita";"history";"lagoon";;"middle ages";"STORIA. VENEZIA (PROV.); Laguna di Venezia; Laguna - Storia"
"VEA0133965";"Basch, Lucien";2000;"Les navires et bateaux de la Vue de Venise de Jacopo de Barbari (1500";"history";"maritime";;"renaissance";"Navi.; DE' BARBARI, JACOPO; DE BARBARI, JACOPO - Pianta prospettica; IMBARCAZIONI; IMBARCAZIONI - Venezia - Sec. 15.; De' Barbari, Jacopo <1445 ca.-1515 ca.>; Venezia <Repubblica> - Imbarcazioni - Sec. 15."
"VEA0113396";"Pincus, Debra";2000;"The tombs of the doges of Venice";"architecture";"monuments";;;"ARCHITETTURA DI CAPPELLE MORTUARIE E TOMBE. Venezia (prov.); DOGI VENEZIANI - Tombe; DOGI - Tombe; MONUMENTI SEPOLCRALI - Venezia; Dogi di Venezia - Monumenti sepolcrali; Venezia - Dogi; Dogi - Venezia"
"CFI0486367";"Weigel, Thomas";2000;"Le colonne del Ciborio dell'altare maggiore di San Marco a Venezia : nuovi argomenti a favore di una datazione in epoca protobizantina";"arts";"monuments";;"middle ages";"SCULTURA. Venezia; VENEZIA - Congressi - 1998; VENEZIA - Chiesa di San Marco - Altare maggiore; CHIESA DI SAN MARCO - Colonne del ciborio; Venezia - Basilica Marciana"
"VIA0085239";"a cura di Irene Favaretto ... \et al";2000;"Marmi della basilica di San Marco : capitelli, plutei, rivestimenti, arredi";"arts";"monuments; churches";;;"ARCHITETTURA DI CATTEDRALI. Venezia; CHIESA DI SAN MARCO - Marmi; MARMI - Impiego in architettura - Venezia - Chiesa di San Marco; VENEZIA - Chiesa di San Marco - Marmi"
"VEA0119334";"Brown, Katherine T";2000;"The painters reflection : self-portraiture in Renaissance Venice, 1458-1625";"arts";"painting";;"renaissance";"FIGURE UMANE NELLA PITTURA. Venezia; AUTORITRATTI - Venezia - 1458-1625; AUTORITRATTI; Autoritratti - Venezia - Sec. 15.-17.; Arte - Venezia; XV-XVII"
"PUV0409565";"Venezia";2000;"I trattati con Genova 1136-1251";"history";"politics";"primary";"middle ages";"VENEZIA. STORIA. 1122-1348; VENEZIA <REPUBBLICA> E GENOVA <REPUBBLICA> - Trattati - Sec. 12.-13.; GENOVA E VENEZIA - Trattati - Sec. 12.-13.; Venezia (Repubblica) - Relazioni con Genova - Sec. 12.-13.; Trattati - Venezia ; XII-XIII"
"PUV0746841";"De Zanche, Luciano";2000;"Tra Costantinopoli e Venezia : dispacci di Stato e lettere di mercanti dal basso medioevo alla caduta della Serenissima";"history";"politics; commerce";"primary";"middle ages; renaissance; xvii; xviii";"COMUNICAZIONI, ORGANIZZAZIONI E SISTEMI POSTALI. Italia nord-orientale Veneto; POSTE - Venezia-Costantinopoli - Sec. 11.-18.; POSTE - Venezia-Costantinopoli; Venezia - Relazioni con Costantinopoli - Sec. 11.-18; Poste - Venezia(Repubblica); XI-XVIII"
"VEA0120085";"a cura di Gabriele Mazzucco";2000;"Il conclave di San Giorgio Maggiore di Venezia e l'elezione di Pio 7. Chiaramonti, 14 marzo 1800";"history";"religion";"catalogue";"xix";"BIBLIOGRAFIE E CATALOGHI DI STORIA DELLA CHIESA CATTOLICA. Persone; PIO <PAPA ; 7.> - Elezione - Esposizioni bibliografiche - Venezia - 2000; CONCLAVI - Venezia - 1800 - Esposizioni bibliografiche - Venezia - 2000; PIO <PAPA ; 7.>; PIO <PAPA ; 7.> - Elezione; CONCLAVE - 1799-1800; VENEZIA - Esposizioni bibliografiche - 2000; VENEZIA - Museo Correr - Biblioteca - Pio <Papa ; 7.> - Documenti; VENEZIA - Museo Correr - Biblioteca - Pio <Papa ; 7.> - Incisioni - Sec. 19.; PIO <PAPA ; 7.> - Incisioni - Sec. 19. - Venezia - Museo Correr - Biblioteca; PIO <PAPA ; 7.> - Documenti - Venezia - Museo Correr - Biblioteca; Esposizioni - Venezia - 2000; Pio <7. (papa Chiaramonti)>; Pio - Elezioni - Esposizioni bibliografiche - Venezia - 2000"
"VEA0123683";"Traverso, Chiara";2000;"La scuola di San Fantin o dei Picai : carità e giustizia a Venezia";"history";"schools; government; social";;"renaissance; xvii; xviii";"PROBLEMI SOCIALI E ASSISTENZA SOCIALE. Venezia; Venezia - Istituti di assistenza - Sec. 15.-18.; ESECUZIONI CAPITALI - Venezia - Sec. 15.-18.; VENEZIA - Museo Correr - Biblioteca - Ms. Cicogna 2806, Nota dei giustiziati...; VENEZIA - Museo Correr - Biblioteca - Ms. Gradenigo 157, Condanne; VENEZIA - Museo Correr - Biblioteca - Ms. Gradenigo 96, Isola, chiesa e monastero di Santa Maria delle Grazie; VENEZIA - Museo Correr - Biblioteca - Mariegola 108, Mariegola della Scuola di San Girolamo; VENEZIA - Scuola di San Fantin - Sec. 15.-18.; CONFRATERNITE - Venezia - Sec. 15.-18.; SCUOLA DI SAN FANTIN; ATENEO VENETO - Sede; VENEZIA - Scuola di San Fantin; Venezia - Scuola di San Fantin - Sec. 15.-18; Giustizia - Venezia"
"TO00919008";"Nordio, Andrea";2000;"Contro le intemperie delle stagioni e contro le tentazioni del male : la nascita degli asili notturni nella Venezia di fine '800";"history";"social";;"xix";"PROBLEMI DEI POVERI E SERVIZI RELATIVI. FORME DI ASSISTENZA. Venezia; VENEZIA - Istituti di assistenza; ISTITUTI DI ASSISTENZA E DI BENEFICENZA; MESTRE - Casa dell'Ospitalita; Venezia - assistenza - 19. sec.; Storia sociale - Venezia; XIX"
"TO00942842";"Misan-Montefiore, Jacques";2000;"Venise des voyageurs romantiques francais";"history";"social";;"xviii; xix";"GEOGRAFIA. VENEZIA. Viaggi. 1797-1900; Venezia - Descrizioni letterarie - Sec. 18.-19.; Viaggiatori - Venezia"
"VIA0082156";"Scarabello, Giovanni";2000;"Processo al Moro : Venezia 1811";"history";"social; government";;"xix";"GRUPPI RAZZIALI, ETNICI, NAZIONALI; GRUPPI RAZZIALI, ETNICI, NAZIONALI; DIRITTO PENALE - Venezia - Sec. 19.; RAZZISMO - Venezia - Sec. 19.; DIRITTO PENALE - Sec. 19.; RAZZISMO - Sec. 19.; Processi - Venezia (Repubblica) - 1811"
"VIA0087990";"Zucchetta, Gianpietro";2000;"Storia dell'acqua alta a Venezia : dal Medioevo all'Ottocento";"history";"urban";;"middle ages; renaissance; xvii; xviii; xix";"LITORALI E ALTRE AREE COSTIERE. Conservazione e protezione. Venezia; MAREE; MAREE - Laguna di Venezia - Storia - Sec. 8.-19.; Laguna di Venezia - Protezione - Sec.11.-19.; Venezia - Sistemazione urbanistica - Sec.11-19.; Maree - Storia - Venezia ; VIII-XIX"
"VEA0118786";"Ramelli, Silvia";2000;"Murano medievale : urbanistica, architettura, edilizia dal 12. al 15. secolo";"architecture";"urban; mainland";;"middle ages";"PIANI E PIANIFICAZIONE MUNICIPALE. Venezia; STORIA. VENEZIA (PROV.); MURANO <VENEZIA> - Urbanistica - Sec. 12.-15.; MURANO - Urbanistica - Sec. 12.-15.; MURANO <VENEZIA> - Architettura - Sec. 12.-15.; Murano"
"RAV0649226";"Andretta, Stefano";2000;"La Repubblica inquieta : Venezia nel Seicento tra Italia ed Europa";"history";;;"xvii";"STORIA. ITALIA NORDORIENTALE VENETO. PERIODO DALL'INTERDETTO ALLA FINE DEL TERZO CONFLITTO CON L'IMPERO OTTOMANO, 1607-1718; Venezia <Repubblica> - Storia - Sec. 17.; STORIA - Sec. 17.; Venezia(Repubblica) - Storia ; XVII"
"VEA0128814";"Martin, Lillian Ray";2001;"The art and archaeology of Venetian ships and boats";"arts";"archeology";;;"Ingegneria navale. Navi a vela moderne.; IMBARCAZIONI NELL'ARTE; NAVI; IMBARCAZIONI NELL'ARTE - Venezia <Repubblica>; NAVI - Venezia <Repubblica>; VENEZIA - Museo Correr - Paolo d'Andrea Bartolomeodi - Paliotto del Corpus Domini; VENEZIA - Museo Correr - Canterina d'Andrea Bartolomeodi - Paliotto del Corpus Domini; D'ANDREA BARTOLOMEODI, PAOLO - Paliotto del Corpus Domini - Venezia - Museo Correr; D'ANDREA BARTOLOMEODI, CANTERINA - Paliotto del Corpus Domini - Venezia - Museo Correr; Navigazione - Storia - Venezia"
"PUV0727554";"Rearick, William R";2001;"Il disegno veneziano del Cinquecento";"arts";"crafts";;"renaissance";"RACCOLTE DI DISEGNI. Venezia (prov.); DISEGNI VENEZIANI - Sec. 16.; DISEGNI - Sec. 16.; Disegno - Venezia - Sec. 16; Arte - Venezia; XVI"
"PUV0901637";"Davanzo Poli, Doretta";2001;"Abiti antichi e moderni dei Veneziani";"arts";"crafts";;"renaissance; xvii; xviii; xix";"ABBIGLIAMENTO - Storia; ABITI - Venezia - Storia; ABBIGLIAMENTO - Sec. 15.-19.; Abbigliamento - Venezia - Sec. 15.-19.; Abbigliamento - Storia - Venezia ; XV-XIX"
"LO10565339";"saggio introduttivo Bonaventura Foppolo";2001;"Mariegola della Compagnia dei Corrieri della Serenissima Signoria";"history";"guilds";"primary";"renaissance; xvii; xviii";"POSTE - Venezia - Sec. 15.-18. - Documenti; Venezia - Archivio di Stato - Fondo Compagnia dei Corrieri veneti (detti di Roma); Poste - Venezia - Sec. 15. - Fonti archivistiche"
"MIL0506088";"Ceschin, Daniele";2001;"La voce di Venezia : Antonio Fradeletto e l'organizzazione della cultura tra Otto e Novecento";"history";"individuals; culture";;"xix; recent";"STORIA. VENEZIA. 1900-1914; BIENNALE D'ARTE - Storia; FRADELETTO, ANTONIO; FRADELETTO, ANTONIO; BIENNALE DI VENEZIA - Storia - 1895-1920; VENEZIA - Vita artistica e culturale - Sec. 19.-20.; VENEZIA - Vita artistica e culturale - 1880-1928; Venezia - Cultura - Sec. 19.-20; Venezia - cultura; XIX-XX"
"VEA0128578";"Simonetto, Michele";2001;"I lumi nelle campagne : accademie e agricoltura nella Repubblica di Venezia, 1768-1797";"history";"intellectual; mainland";;"xviii";"ACCADEMIE E ISTITUTI CULTURALI - Venezia <Repubblica> - 1768-1797; ACCADEMIE - 1768-1797; Venezia (Repubblica) - Agricoltura - Sec. 17.-18; Zone rurali - Venezia(Repubblica); XVII-XVIII"
"CFI0533008";"Altan, Mario Giovanni Battista";2001;"La Serenissima a Latisana, 1420-1797 : dai conti di Gorizia a Napoleone";"history";"mainland";;"renaissance; xvii; xviii";"STORIA. UDINE (PROV.); Latisana - Sec. 15.-18; Latisana - Storia"
"FER0182878";"a cura di Marino Zorzi, Susy Marcon";2001;"Grado, Venezia, i Gradenigo : catalogo della mostra";"history";"mainland";"catalogue";;"VENEZIA - Esposizioni - 2001; GRADO; GRADO - Esposizioni - Venezia - 2001; GRADENIGO <FAMIGLIA> - Esposizioni - Venezia - 2001; GRADO E VENEZIA <REPUBBLICA> - Esposizioni - Venezia - 2001; GRADENIGO <FAMIGLIA>; GRADO E VENEZIA; GRADO; Esposizioni - Venezia - 2001"
"PUV0829509";"Venezia";2001;"I trattati con il regno armeno di Cilicia, 1201-1333";"history";"politics";"primary";"middle ages";"Storia generale dell'Asia. \Comprende! Oriente, Estremo Oriente. Turchia orient. 1100-1300.; VENEZIA <REPUBBLICA> - Relazioni con l'Armenia - 1201-1333 - Documenti; RELAZIONI CON L'ARMENIA - 1201-1333; Venezia (Repubblica) - Relazioni con la Cilicia - Sec. 12.-13.; Trattati - Venezia ; XIII-XIV"
"VIA0091641";"edizione critica e note a cura di Angela Caracciolo Aricò";2001;"Le vite dei dogi, 1474-1494";"history";"politics";"primary";"renaissance";"Dogi veneziani - Biografia - 1474-1494; Storia - Venezia - Fonti"
"VEA0127167";"a cura] di Laura Marasso, Anastasia Stouraiti";2001;"Immagini dal mito: la conquista veneziana della Morea, 1684-1699";"arts";"politics; myth";"catalogue";"xvii";"FONDAZIONE SCIENTIFICA QUERINI STAMPALIA - Cataloghi; FONDAZIONE QUERINI STAMPALIA - Cataloghi; VENEZIA - Esposizioni - 2001; FONDAZIONE SCIENTIFICA QUERINI STAMPALIA - Esposizioni - ""Immagini dal mito"" - 2001; GUERRA DI MOREA. 1684-1699 - Esposizioni - Venezia - 2001; GUERRA DI MOREA. 1684-1699 - Esposizioni - Venezia - 2001; Venezia (Repubblica) - Guerra di Morea 1648-1699; storia militare - Venezia (repubblica); XVII"
"UBO1598533";"Bernstein, Jane A";2001;"books culture and music in sixteenth-century Venice";"history";"books; music; culture";;"renaissance";"MUSICA - Venezia - Sec. 16.; EDIZIONI MUSICALI - Sec. 16.; EDIZIONI MUSICALI - Venezia - Sec. 16.; Editoria - Venezia ; XVI"
"UMC0100432";"Schutte, Anne Jacobson";2001;"Aspiring saints : pretense of holiness, inquisition, and gender in the Republic of Venice, 1618-1750";"history";"religion; social; gender";;"xvii; xviii";"PERSECUZIONI DA PARTE DELL'INQUISIZIONE. VENEZIA; INQUISIZIONE - Venezia - Sec. 17.-18.; DONNE - Atteggiamento della chiesa cattolica - Sec. 17.-18.; Storia ecclesiastica - Venezia ; XVII-XVIII"
"VEA0132154";"Ortalli, Francesca";2001;"Per salute delle anime e delli corpi : scuole piccole a Venezia nel tardo Medioevo";"history";"schools";;"middle ages";"; CONFRATERNITE - Venezia - Sec. 14.-15.; CONFRATERNITE - Sec. 14.-15.; Confraternite - Venezia - Sec. 14.-15."
"MIL0512166";"Bellavitis, Anna";2001;"Identité, mariage, mobilité sociale : citoyennes et citoyens à Venise au 16. siècle";"history";"social; gender";;"renaissance";"CLASSI SOCIALI. VENEZIA; VENEZIA <REPUBBLICA> - Storia sociale - Sec. 16.; CLASSI SOCIALI - Sec. 16.; CITTADINANZA - Venezia <Repubblica> - Sec. 16.; CLASSI SOCIALI - Venezia <Repubblica> - Sec. 16.; Cittadinanza - Diritto - Venezia <Repubblica> - Sec. 16.; Societa' - Venezia ; XVI"
"PUV0779850";"Ferraro, Joanne M";2001;"Marriage wars in late Renaissance Venice";"history";"social; gender";;"renaissance";"MATRIMONIO - Venezia <Repubblica> - Sec. 16.-17.; MATRIMONIO - Sec. 15.-16.; Matrimonio - Venezia - Sec. 16; Storia sociale - Venezia; XVI-XVII"
"VEA0133470";"a cura di Franca Cosmai, Stefano Sorteni";2001;"L'ingegneria civile a Venezia : istituzioni, uomini, professioni da Napoleone al fascismo";"history";"urban";;"xix; recent";"Ingegneria civile. Venezia.; LAVORI PUBBLICI - Venezia - 1797-1940; INGEGNERI - Sec. 19.; LAVORI PUBBLICI - 1797-1940; INGEGNERIA CIVILE - Venezia - 1797-1940; Ingegneria civile - Venezia; Ingegneria - Venezia - XVIII-XX"
"VEA0127166";"Stouraiti, Anastasia";2001;"Memorie di un ritorno : la guerra di Morea (1684-1699) nei manoscritti della Querini Stampalia";"history";"war";"primary";"xvii";"STORIA. ITALIA NORDORIENTALE VENETO. PERIODO DALL'INTERDETTO ALLA FINE DEL TERZO CONFLITTO CON L'IMPERO OTTOMANO, 1607-1718; MANOSCRITTI - Venezia - Fondazione scientifica Querini Stampalia; GUERRA DI MOREA. 1684-1699 - Storia - Fonti; MANOSCRITTI - Fondazione Querini Stampalia; GUERRA DI MOREA. 1684-1699 - Fonti manoscritte; Venezia (repubblica) - storia - fonti"
"VEA0132459";"edited by David Chambers and Brian Pullan";2001;"Venice : a documentary history, 1450-1630";"history";;"primary";"renaissance";"VENEZIA <REPUBBLICA> - Storia - Fonti - 1450-1630; Venezia - Politica e governo - 1450-1630; Venezia - Storia - 1450-1630; Venezia - Vita culturale e intellettuale - 1450-1630; Venezia - Storia - Fonti"
"VEA0147419";"Borgonovi, Paolo";2002;"Alessandro Poerio : l'eroe della sortita";"history";"1848; individuals";;"xix";"MESTRE <VENEZIA> - Storia - 1848; Poerio, Alessandro"
"PUV0827769";"a cura di Giovanni Bertelè";2002;"Il libro dei conti di Giacomo Badoer (Costantinopoli 1436-1440) : complemento e indici";"history";"commerce; individuals";"primary";"renaissance";"Contabilita'. Rendiconti finanziari.; CONTABILITA. RENDICONTI FINANZIARI; BADOER, GIACOMO . Il libro dei conti - Indici; Badoer, Giacomo. Libro dei conti - Indici; Venezia (repubblica) - storia economica; XV"
"VEA0151027";"Fees, Irmgard";2002;"Eine Stadt lernt schreiben : Venedig vom 10. bis zum 12. Jahrhundert";"history";"culture";;"middle ages";"SCRITTURA - Diffusione - Venezia <Repubblica> - Sec. 10.-12.; ISTRUZIONE - Venezia <Repubblica> - Sec. 10.-12.; SCRITTURA - Sec. 10.-12.; ISTRUZIONE - Sec. 10.-12.; Cultura - Venezia; X-XII"
"RML0115522";"Laven, David";2002;"Venice and Venetia under the Habsburgs, 1815-1835";"history";"government";;"xix";"VENEZIA - Dominazione austriaca - 1815-1835; STORIA - 1815-1835; Venezia - Storia ; XIX"
"VEA0147821";"catalogo della Mostra a cura di Francesco Bruni";2002;"Niccolò Tommaseo e il suo mondo: patrie e nazioni";"history";"individuals";"catalogue";"xix";"STORIA D'ITALIA. PERIODO RISORGIMENTALE, 1815-1861. Persone; TOMMASEO, NICCOLO - Esposizioni - Venezia - 2002-2003; TOMMASEO, NICCOLO - Documenti - Venezia - Museo Correr; VENEZIA - Museo Correr - Niccolo Tommaseo - Documenti; Cultura - Venezia; XIX"
"VEA0147985";"Nemeth, Gizella";2002;"Ludovico Gritti : un principe-mercante del Rinascimento tra Venezia, i turchi e la corona d'Ungheria";"history";"individuals; commerce";;"renaissance";"Storia del Veneto.; GRITTI, LUDOVICO; GRITTI, LUDOVICO"
"TO01202555";"Magno, Alessandro";2002;"Voyages : 1557-1565";"history";"literature";"primary";"renaissance";"GEOGRAFIA GENERALE, 1500-1599; VIAGGI - Descrizioni letterarie - Sec. 16."
"VIA0097382";"Raso, Carlo";2002;"Venezia : guida letteraria";"history";"literature";;;"VENEZIA - Vita artistica e culturale; VITA ARTISTICA E CULTURALE; SCRITTORI - Venezia; SCRITTORI; Venezia - cultura"
"VEA0175636";"Ruth Papadopoulos";2002;"Die Skulpturen des 13. Jahrhunderts an San Marco in Venedig";"arts";"monuments; churches";;;"Architettura di edifici per chiese cristiane. Venezia provincia.; SCULTURA. Venezia; VENEZIA - Chiesa di San Marco - Sculture; CHIESA DI SAN MARCO - Sculture"
"VEA0149600";"Gaier, Martin";2002;"Facciate sacre a scopo profano : Venezia e la politica dei monumenti dal Quattrocento al Settecento";"architecture";"monuments; politics";;"renaissance; xvii; xviii";"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; VENEZIA - Monumenti - Sec. 15.-18.; VENEZIA - Chiese - Facciate - Sec. 15.-18.; MONUMENTI - Sec. 15.-18.; CHIESE - Facciate - Sec. 15.-18.; ARTE E POLITICA - Venezia <Repubblica> - Sec. 15.-18.; Architettura - Venezia; XV-XVIII"
"UMC0306925";"Venezia";2002;"Gli accordi con Curzola, 1352-1421";"history";"politics";"primary";"middle ages";"VENEZIA <REPUBBLICA> - Relazioni con Curzola - 1352-1421 - Documenti; RELAZIONI CON CURZOLA - 1352-1421; Venezia (Repubblica) - Relazioni con l'Albania - Sec. 14.-15.; Trattati - Venezia ; XIV-XV"
"VEA0136080";"Fournoux, Amable : de";2002;"Napoleon et Venise, 1796-1814";"history";"politics";;"xviii; xix";"STORIA. VENEZIA (PROV.); NAPOLEONE <IMPERATORE ; 1.> - Venezia - 1796-1814; VENEZIA - Storia - 1796-1814; VENEZIA - Storia - 1796-1814; NAPOLEONE E VENEZIA - 1796-1814; STORIA - 1796-1814; Napoleone 1. (Imperatore) - Venezia - 1796-1814; Venezia - Storia ; XVIII-XIX"
"LO10718904";"Calimani, Riccardo";2002;"L'inquisizione a Venezia : eretici e processi 1548-1674";"history";"religion; government";;"renaissance; xvii";"PERSECUZIONI DA PARTE DELL'INQUISIZIONE; INQUISIZIONE; EBREI - Processi - Sec. 16.-17.; INQUISIZIONE - Venezia - 1548-1674; EBREI - Processi - Venezia - Sec. 16.-17.; Ebrei - Processi - Venezia - Sec. 16.-17.; Inquisizione - Venezia ; XVI-XVII"
"CFI0547989";"Cladders, Brigitta";2002;"Französische Venedig-Reisen im 16. und 17. Jahrhundert : Wandlungen des Venedig-Bildes und der Reisebeschreibung";"history";"social";;"renaissance; xvii";"GEOGRAFIA. VENEZIA (PROV.); VIAGGIATORI FRANCESI - Venezia - Sec. 16.-17.; VENEZIA - Sec. 16.-17. - Descrizioni e viaggi; VIAGGIATORI FRANCESI - Sec. 16.-17.; DESCRIZIONI E VIAGGI - Sec. 16.-17.; Venezia (Repubblica) - Viaggi e viaggiatori - Sec. 16.-17.; Cultura - Venezia; XVI-XVII"
"VEA0150074";"Becker, Frank";2002;"Costruire Venezia : cinquecento anni di tecnica edilizia in laguna";"architecture";"urban";;"middle ages; renaissance; xvii; xviii";"Struttura architettonica. Storia. Europa. Venezia; EDILIZIA - Sec. 13.-18.; CASE A SCHIERA - Venezia - Sec. 13.-18.; Venezia - Edilizia - Sec. 13.-18.; Case a schiera - Venezia - Sec. 13.-18.; Architettura - Venezia - Storia"
"VEA0148611";"Keahey, John";2002;"Venice against the sea : a city besieged";"architecture";"urban; maritime";;;"VENEZIA - Conservazione"
"TO01512845";"Howard, Deborah";2002;"The architectural history of Venice";"architecture";;;;"Architettura - Venezia - Storia"
"VEA0145043";;2002;"Venezia|: Kunst aus venezianischen Palasten : Sammlungsgeschichte Venedigs vom 13. bis 19. Jahrhundert";"arts";"painting";"catalogue";"middle ages; renaissance; xvii; xviii; xix";"BELLE ARTI E ARTI DECORATIVE. Venezia; COLLEZIONI D'ARTE - Venezia - Sec. 13.-19. - Esposizioni - Bonn - 2002-2003; COLLEZIONI D'ARTE - Sec. 13.-19.; BONN - Esposizioni - 2002-2003; VENEZIA - Museo Correr - Opere d'arte - Sec. 13.-19.; OPERE D'ARTE - Sec. 13.-19. - Venezia - Museo Correr; VENEZIA - Musei civici - Opere d'arte - Sec. 13.-19.; OPERE D'ARTE - Sec. 13.-19. - Venezia - Musei civici; Arte - Venezia - 13.-19. sec. - Esposizioni; Venezia - Arte - 13.-19. sec. - Esposizioni; Arte - Venezia ; XIII-XIX"
